date,GWL,P,T,ET,NDVI
2002-01-15,,81.72578680515286,16.33130859375001,28.1,0.6609153846153847
2002-02-15,,55.76004624366758,16.30757812500002,24.100000000000005,0.6497
2002-03-15,,29.98752129077906,16.05437500000005,17.172549019607846,0.6243323076923077
2002-04-15,,67.96552956104276,12.91011718750002,11.475609756097562,0.62625
2002-05-15,,89.34100127220151,7.895039062500018,8.216822429906541,0.66325
2002-06-15,,178.85885953903193,6.520214843750011,6.989333333333334,0.6787892307692309
2002-07-15,,225.92448520660395,6.283183593750039,7.087912087912089,0.6913
2002-08-15,,124.62142217159267,7.164199218750014,9.848148148148148,0.6818500000000001
2002-09-15,,199.04943466186523,8.255078125000011,14.303508771929826,0.6875046153846154
2002-10-15,,163.92483258247373,10.669003906250055,20.840740740740745,0.6849
2002-11-15,,59.99208390712735,13.796367187500039,28.14590163934426,0.6612461538461539
2002-12-15,,81.23501676321024,17.005039062500032,26.830000000000002,0.6245
2003-01-15,,56.4553674459457,18.564980468750036,27.026315789473685,0.598
2003-02-15,,18.011774897575332,18.55292968750001,23.232173913043482,0.5976492307692308
2003-03-15,,78.97954219579694,15.412109375000057,14.972222222222221,0.5826523076923078
2003-04-15,,122.5409138202667,11.639433593750027,11.567857142857145,0.6709723076923079
2003-05-15,,78.02797991037369,9.006425781250016,8.690217391304348,0.71775
2003-06-15,,186.91870450973505,7.132871093750055,7.712345679012346,0.73345
2003-07-15,,183.5897473096847,5.536738281250052,7.880281690140845,0.7230499999999999
2003-08-15,,177.3913607597351,6.027363281250018,9.553465346534653,0.70685
2003-09-15,,243.2158899307251,7.559921875000043,14.144827586206896,0.6887
2003-10-15,,115.0974844694137,10.781738281250057,19.713483146067418,0.6803
2003-11-15,,30.657447874545987,14.178769531250055,27.696363636363643,0.6685707692307693
2003-12-15,,95.49218165874476,17.159687500000018,25.762616822429905,0.6203353846153847
2004-01-15,,91.63267314434046,16.190175781250048,26.86106194690266,0.59415
2004-02-15,,37.94865006208417,16.400664062500027,24.9424778761062,0.6644
2004-03-15,,50.60026216506951,14.255742187500005,16.963478260869568,0.6652292307692308
2004-04-15,,91.09676599502558,11.060312500000009,11.172549019607844,0.7148892307692309
2004-05-15,,136.0132184028625,7.993085937500041,8.079729729729731,0.7204
2004-06-15,,239.48628902435303,6.288613281250036,7.091379310344831,0.72355
2004-07-15,,149.30452501773829,5.918945312500057,6.963953488372093,0.714
2004-08-15,,109.33621501922603,6.736914062500034,9.998130841121496,0.7038000000000001
2004-09-15,,149.7080326080322,9.398476562500036,16.123076923076923,0.6968
2004-10-15,,87.56335330009458,12.347421875000009,22.175,0.68645
2004-11-15,,112.00976729393003,13.899687500000027,28.776190476190482,0.6821
2004-12-15,,44.50257673859592,16.28875000000005,30.419672131147543,0.6628353846153847
2005-01-15,,56.36050057411194,16.598417968750027,28.982727272727274,0.6113846153846154
2005-02-15,,98.21784210205074,16.611425781250034,22.066964285714292,0.6032184615384616
2005-03-15,,40.117411851882885,14.711562500000014,16.228440366972475,0.5872
2005-04-15,,128.1763958930969,13.13689453125005,11.269230769230768,0.65965
2005-05-15,,77.22671681642528,8.552128906250005,8.472972972972974,0.6747646153846154
2005-06-15,,124.53852653503415,6.485097656250048,6.697647058823529,0.70375
2005-07-15,,140.32271540164945,6.672109375000048,7.7510416666666675,0.7013499999999999
2005-08-15,,193.42489314079285,6.421621093750048,9.682407407407409,0.6934661538461538
2005-09-15,1.807,181.85939311981195,8.87423828125003,15.17542372881356,0.6921499999999999
2005-10-15,1.679032258064516,215.3805706501007,11.841250000000002,23.275342465753425,0.7159
2005-11-15,1.7123333333333333,141.5915501117706,14.417050781250055,30.007964601769913,0.70745
2005-12-15,1.84,167.83680224418637,14.829238281250014,28.211607142857147,0.69635
2006-01-15,2.0832258064516127,41.503150552511165,18.092910156250014,30.23166666666667,0.67005
2006-02-15,2.773214285714286,39.560862064361565,16.11808593750004,24.79099099099099,0.6206569230769231
2006-03-15,3.200322580645161,83.5832406878471,15.554355468750032,15.30373831775701,0.631566153846154
2006-04-15,3.0936666666666666,180.48022270202637,9.07634765625005,10.677500000000002,0.66992
2006-05-15,2.931935483870968,135.52075767517084,6.921816406250002,8.258252427184466,0.70785
2006-06-15,2.9753333333333334,59.333231449127155,5.443964843750052,7.085869565217391,0.703126153846154
2006-07-15,2.92,106.97345674037929,5.878339843750041,7.476842105263159,0.7039
2006-08-15,2.854193548387097,75.91644644737238,7.220117187500023,10.276000000000003,0.6929
2006-09-15,2.9363333333333332,125.00712990760803,8.976835937500027,16.405128205128207,0.68275
2006-10-15,4.4077419354838705,56.92086589336393,11.468789062500036,21.5,0.6526
2006-11-15,6.396,39.774214625358525,14.893046875000039,24.146610169491524,0.59205
2006-12-15,6.756129032258064,43.4007568359375,16.079492187500023,20.564864864864873,0.5380707692307692
2007-01-15,7.234516129032259,97.65323281288144,18.23365234375001,22.134259259259256,0.5245184615384615
2007-02-15,7.42,20.367725014686535,19.736855468750036,22.481188118811883,0.5492584615384615
2007-03-15,7.481935483870967,70.69743257760999,15.826074218750023,15.286324786324784,0.58015
2007-04-15,7.596333333333333,69.23273921012873,12.646757812500027,10.244594594594593,0.6054999999999999
2007-05-15,7.518387096774194,253.70643210411066,10.173359375000018,8.011538461538462,0.6902500000000001
2007-06-15,6.082666666666666,77.7740782499313,5.652617187500027,7.120430107526882,0.68655
2007-07-15,4.916774193548387,126.66880381107326,5.393378906250007,6.944565217391305,0.6785938461538463
2007-08-15,4.386451612903225,157.17592549324036,7.210566406250052,9.677586206896553,0.6721
2007-09-15,6.082666666666666,208.22342634201044,9.337011718750034,14.99646017699115,0.66225
2007-10-15,6.2625806451612895,107.5575692653656,10.985117187500009,21.48095238095238,0.6471
2007-11-15,6.242333333333334,32.59352535009379,16.734531250000032,28.605405405405406,0.63535
2007-12-15,6.683548387096774,147.30886173248288,15.980097656250052,24.383505154639174,0.6014
2008-01-15,7.166774193548386,15.285663083195617,19.10376953125001,28.821621621621627,0.5733600000000001
2008-02-15,7.392758620689655,42.73150643706316,16.08468750000003,21.17586206896552,0.59545
2008-03-15,7.3754838709677415,82.0242066979408,15.030859375000034,16.669999999999998,0.5820046153846155
2008-04-15,6.387333333333333,90.0028538703918,10.299238281250041,11.444954128440369,0.67785
2008-05-15,5.249677419354839,107.57742512226099,8.473945312500007,8.470270270270271,0.71335
2008-06-15,4.537333333333334,137.42605805397034,7.466992187500011,7.6625000000000005,0.727263076923077
2008-07-15,4.876129032258064,166.60890984535214,4.872910156250043,7.5269662921348335,0.7161169230769232
2008-08-15,5.863870967741936,111.68351876735684,6.440507812500016,9.932432432432435,0.6870015384615386
2008-09-15,6.008333333333334,143.60765933990476,7.869296875000032,14.710101010101011,0.6674499999999999
2008-10-15,6.040967741935484,57.077168405055936,10.861523437500011,21.810526315789478,0.6567507692307692
2008-11-15,6.045333333333334,104.25767898559565,13.563300781250007,25.361111111111114,0.6562
2008-12-15,6.146774193548388,112.33315229415891,13.781406250000032,24.11910112359551,0.6345046153846154
2009-01-15,6.4390322580645165,42.34413367509837,15.959492187500018,26.59130434782608,0.58875
2009-02-15,6.751428571428571,26.186053276061955,17.256347656250057,21.694252873563215,0.5616861538461538
2009-03-15,6.9316129032258065,118.40623962879181,15.573222656250039,16.242608695652176,0.6103892307692308
2009-04-15,7.032333333333333,153.6450862884521,11.013437500000009,11.433783783783785,0.691783076923077
2009-05-15,6.931,111.16410684585566,8.786289062500032,9.14245283018868,0.7137
2009-06-15,,148.5762906074524,6.138945312500027,7.0769230769230775,0.7307369230769232
2009-07-15,,226.95264387130732,5.8988085937500045,7.75,0.7106415384615385
2009-08-15,,299.65397143363947,7.109902343750036,9.659782608695652,0.6975
2009-09-15,,257.656044960022,8.78875000000005,14.798113207547173,0.6737000000000001
2009-10-15,,42.32209655642502,10.820839843750036,21.719767441860466,0.682
2009-11-15,,132.32045173645014,16.01847656250004,29.011304347826087,0.6696
2009-12-15,,69.27825987339014,16.591328125000018,27.042592592592595,0.6479
2010-01-15,,17.749786287546158,18.06955078125003,27.2304347826087,0.5861892307692308
2010-02-15,,70.92751121520993,18.276250000000005,24.35882352941177,0.5823999999999999
2010-03-15,,118.98203730583185,16.165390625000043,17.27433628318584,0.65815
2010-04-15,,140.49785256385803,12.418789062500025,12.863750000000003,0.7258600000000002
