date,GWL,P,T,ET,NDVI
2002-01-15,0.7223529411764705,73.7391037344932,14.453730468750052,21.211375661375662,0.6272999999999999
2002-02-15,1.4607142857142856,40.01180362701413,15.825078125000005,17.571638141809288,0.61035
2002-03-15,2.739032258064516,20.675085604190805,14.242480468750045,12.176190476190481,0.5924140562248996
2002-04-15,3.6483333333333334,27.57536441087717,10.359902343750036,8.935087719298245,0.5892
2002-05-15,3.75,35.4838491976261,7.299648437500025,6.279999999999999,0.5933499999999999
2002-06-15,,81.1401379108429,5.352304687500009,5.767567567567568,0.5988999999999999
2002-07-15,,51.824135720729814,4.714257812500023,5.595412844036697,0.6303
2002-08-15,,61.709508776664734,5.546796875000041,7.448,0.6197500000000001
2002-09-15,,86.53909742832182,6.639082031250041,11.178700361010831,0.6454
2002-10-15,,79.92981290817261,8.990097656250043,15.45429553264605,0.6245
2002-11-15,,29.405792355537383,12.328730468750052,21.108008658008664,0.6251384615384615
2002-12-15,,26.455077320337242,16.712187500000027,17.39626168224299,0.5723999999999999
2003-01-15,,22.01731824874873,19.640703125000016,16.886563876651984,0.5040999999999999
2003-02-15,,20.017838001251192,19.304238281250036,13.431159420289857,0.4776170040485829
2003-03-15,,108.46497416496274,14.202753906250052,11.29175,0.53805
2003-04-15,,84.99106585979459,8.319257812500041,9.852054794520548,0.6817534412955465
2003-05-15,,79.67256259918209,6.94792968750005,7.126433121019108,0.7203
2003-06-15,,81.539449095726,5.250000000000057,5.751677852348994,0.72685
2003-07-15,,59.342931210994706,3.5316796875000023,5.772189349112427,0.7099
2003-08-15,,123.50928354263303,4.645253906250048,7.386631016042781,0.7065500000000001
2003-09-15,,96.16914510726924,5.215273437500002,11.07721179624665,0.67815
2003-10-15,,39.97767251729964,8.83150390625002,15.820761245674744,0.6936
2003-11-15,1.5530769230769232,10.900390148162785,13.169785156250043,22.43677130044843,0.66755
2003-12-15,3.1629032258064513,52.98521554470056,16.71525390625004,17.504582210242585,0.5760192771084337
2004-01-15,3.7819354838709676,131.64583897590637,14.806445312500045,18.886734693877553,0.5396
2004-02-15,3.383448275862069,38.37577012181278,15.357617187500011,17.65418604651163,0.6248
2004-03-15,3.803636363636364,24.658712625503505,12.341054687500048,12.380481927710845,0.6574000000000001
2004-04-15,3.9219999999999997,67.38154828548429,9.399355468750002,8.19311377245509,0.6583
2004-05-15,3.2790322580645164,55.02909940481183,5.226484375000041,5.840816326530613,0.68745
2004-06-15,2.7733333333333334,108.56046795845026,4.207226562500011,5.3094527363184065,0.67815
2004-07-15,2.702903225806452,68.49222403764718,3.9874218750000523,5.18179104477612,0.65885
2004-08-15,2.6632258064516128,60.185657680034595,3.913085937500057,7.363157894736841,0.67535
2004-09-15,2.826896551724138,40.26514202356334,7.591132812500007,11.572649572649574,0.68125
2004-10-15,2.9683870967741934,49.29153835773464,11.964980468750014,16.846206896551724,0.674
2004-11-15,2.8546666666666667,75.76405763626094,13.53609375000002,20.858724832214765,0.6691
